Element	Node1	Node2	Type	Length	Sample Points (every 200mm)

0	0	12	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
5600.0	-0.085911	0.009619	0.052226	2.206531e-06	-9.789926e-06	3.747791e-06
5800.0	-0.085774	0.008597	0.052159	2.446657e-06	-9.686287e-06	3.611334e-06
6000.0	-0.085637	0.007574	0.052091	2.686783e-06	-9.582647e-06	3.474877e-06

54	14	15	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.008676	0.002183	0.026303	-3.420928e-06	-5.062336e-06	8.095495e-07
200.0	-0.008703	0.002039	0.025980	-3.376291e-06	-4.559191e-06	8.091340e-07
400.0	-0.008731	0.001895	0.025657	-3.331654e-06	-4.056047e-06	8.087186e-07
600.0	-0.008759	0.001751	0.025334	-3.287016e-06	-3.552902e-06	8.083031e-07
800.0	-0.008787	0.001607	0.025011	-3.242379e-06	-3.049758e-06	8.078877e-07
1000.0	-0.008814	0.001463	0.024688	-3.197742e-06	-2.546613e-06	8.074722e-07
1200.0	-0.008842	0.001319	0.024365	-3.153105e-06	-2.043469e-06	8.070568e-07
1400.0	-0.008870	0.001175	0.024042	-3.108467e-06	-1.540324e-06	8.066413e-07
1600.0	-0.008897	0.001031	0.023719	-3.063830e-06	-1.037180e-06	8.062259e-07
1800.0	-0.008925	0.000887	0.023396	-3.019193e-06	-5.340351e-07	8.058104e-07
2000.0	-0.008953	0.000742	0.023072	-2.974555e-06	-3.089063e-08	8.053950e-07
2200.0	-0.008981	0.000598	0.022749	-2.929918e-06	4.722539e-07	8.049795e-07
2400.0	-0.009008	0.000454	0.022426	-2.885281e-06	9.753984e-07	8.045641e-07
2600.0	-0.009036	0.000310	0.022103	-2.840643e-06	1.478543e-06	8.041486e-07
2800.0	-0.009064	0.000166	0.021780	-2.796006e-06	1.981687e-06	8.037332e-07
3000.0	-0.009092	0.000022	0.021457	-2.751369e-06	2.484832e-06	8.033177e-07
3200.0	-0.009119	-0.000122	0.021134	-2.706731e-06	2.987976e-06	8.029023e-07
3400.0	-0.009147	-0.000266	0.020811	-2.662094e-06	3.491121e-06	8.024868e-07
3600.0	-0.009175	-0.000410	0.020488	-2.617457e-06	3.994265e-06	8.020714e-07
3800.0	-0.009203	-0.000554	0.020164	-2.572820e-06	4.497410e-06	8.016559e-07
4000.0	-0.009230	-0.000698	0.019841	-2.528182e-06	5.000554e-06	8.012405e-07
4200.0	-0.009258	-0.000842	0.019518	-2.483545e-06	5.503699e-06	8.008250e-07
4400.0	-0.009286	-0.000986	0.019195	-2.438908e-06	6.006843e-06	8.004096e-07
4600.0	-0.009314	-0.001130	0.018872	-2.394270e-06	6.509988e-06	7.999941e-07
4800.0	-0.009341	-0.001274	0.018549	-2.349633e-06	7.013132e-06	7.995787e-07
5000.0	-0.009369	-0.001418	0.018226	-2.304996e-06	7.516277e-06	7.991633e-07
5200.0	-0.009397	-0.001563	0.017903	-2.260358e-06	8.019421e-06	7.987478e-07
5400.0	-0.009425	-0.001707	0.017580	-2.215721e-06	8.522566e-06	7.983324e-07
5600.0	-0.009452	-0.001851	0.017257	-2.171084e-06	9.025710e-06	7.979169e-07
5800.0	-0.009480	-0.001995	0.016933	-2.126447e-06	9.528855e-06	7.975015e-07
6000.0	-0.009508	-0.002139	0.016610	-2.081809e-06	1.003200e-05	7.970860e-07

55	26	27	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.031474	0.005312	0.043816	-2.349747e-06	-6.459708e-06	2.168553e-06
200.0	-0.031504	0.004974	0.043280	-2.309437e-06	-6.207151e-06	2.165077e-06
400.0	-0.031534	0.004636	0.042744	-2.269126e-06	-5.954593e-06	2.161601e-06
600.0	-0.031564	0.004298	0.042208	-2.228816e-06	-5.702035e-06	2.158125e-06
800.0	-0.031593	0.003959	0.041672	-2.188505e-06	-5.449477e-06	2.154649e-06
1000.0	-0.031623	0.003621	0.041136	-2.148195e-06	-5.196920e-06	2.151173e-06
1200.0	-0.031653	0.003283	0.040600	-2.107884e-06	-4.944362e-06	2.147697e-06
1400.0	-0.031683	0.002944	0.040064	-2.067574e-06	-4.691804e-06	2.144221e-06
1600.0	-0.031713	0.002606	0.039528	-2.027263e-06	-4.439246e-06	2.140745e-06
1800.0	-0.031743	0.002268	0.038992	-1.986953e-06	-4.186688e-06	2.137269e-06
2000.0	-0.031773	0.001930	0.038456	-1.946642e-06	-3.934131e-06	2.133793e-06
2200.0	-0.031802	0.001591	0.037920	-1.906332e-06	-3.681573e-06	2.130317e-06
2400.0	-0.031832	0.001253	0.037384	-1.866021e-06	-3.429015e-06	2.126841e-06
2600.0	-0.031862	0.000915	0.036848	-1.825711e-06	-3.176457e-06	2.123365e-06
2800.0	-0.031892	0.000576	0.036312	-1.785400e-06	-2.923899e-06	2.119889e-06
3000.0	-0.031922	0.000238	0.035776	-1.745090e-06	-2.671342e-06	2.116413e-06
3200.0	-0.031952	-0.000100	0.035240	-1.704779e-06	-2.418784e-06	2.112937e-06
3400.0	-0.031982	-0.000438	0.034704	-1.664469e-06	-2.166226e-06	2.109461e-06
3600.0	-0.032011	-0.000777	0.034168	-1.624158e-06	-1.913668e-06	2.105985e-06
3800.0	-0.032041	-0.001115	0.033631	-1.583848e-06	-1.661111e-06	2.102509e-06
4000.0	-0.032071	-0.001453	0.033095	-1.543537e-06	-1.408553e-06	2.099033e-06
4200.0	-0.032101	-0.001792	0.032559	-1.503227e-06	-1.155995e-06	2.095557e-06
4400.0	-0.032131	-0.002130	0.032023	-1.462916e-06	-9.034372e-07	2.092081e-06
4600.0	-0.032161	-0.002468	0.031487	-1.422606e-06	-6.508794e-07	2.088605e-06
4800.0	-0.032191	-0.002806	0.030951	-1.382295e-06	-3.983216e-07	2.085129e-06
5000.0	-0.032220	-0.003145	0.030415	-1.341985e-06	-1.457638e-07	2.081653e-06
5200.0	-0.032250	-0.003483	0.029879	-1.301674e-06	1.067940e-07	2.078177e-06
5400.0	-0.032280	-0.003821	0.029343	-1.261364e-06	3.593518e-07	2.074701e-06
5600.0	-0.032310	-0.004160	0.028807	-1.221053e-06	6.119096e-07	2.071225e-06
5800.0	-0.032340	-0.004498	0.028271	-1.180743e-06	8.644673e-07	2.067749e-06
6000.0	-0.032370	-0.004836	0.027735	-1.140432e-06	1.117025e-06	2.064273e-06

56	38	39	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.060713	0.007985	0.052517	-4.132999e-06	-8.064458e-06	3.474877e-06
200.0	-0.060614	0.007501	0.051882	-4.099883e-06	-7.170081e-06	3.469330e-06
400.0	-0.060515	0.007017	0.051246	-4.066767e-06	-6.275704e-06	3.463784e-06
600.0	-0.060416	0.006533	0.050610	-4.033650e-06	-5.381327e-06	3.458237e-06
800.0	-0.060316	0.006049	0.049974	-4.000534e-06	-4.486951e-06	3.452691e-06
1000.0	-0.060217	0.005565	0.049339	-3.967418e-06	-3.592574e-06	3.447144e-06
1200.0	-0.060118	0.005080	0.048703	-3.934302e-06	-2.698197e-06	3.441598e-06
1400.0	-0.060019	0.004596	0.048067	-3.901186e-06	-1.803820e-06	3.436051e-06
1600.0	-0.059919	0.004112	0.047431	-3.868070e-06	-9.094432e-07	3.430504e-06
1800.0	-0.059820	0.003628	0.046795	-3.834954e-06	-1.506636e-08	3.424958e-06
2000.0	-0.059721	0.003144	0.046160	-3.801838e-06	8.793105e-07	3.419411e-06
2200.0	-0.059622	0.002660	0.045524	-3.768722e-06	1.773687e-06	3.413865e-06
2400.0	-0.059522	0.002175	0.044888	-3.735605e-06	2.668064e-06	3.408318e-06
2600.0	-0.059423	0.001691	0.044252	-3.702489e-06	3.562441e-06	3.402772e-06
2800.0	-0.059324	0.001207	0.043616	-3.669373e-06	4.456818e-06	3.397225e-06
3000.0	-0.059225	0.000723	0.042981	-3.636257e-06	5.351195e-06	3.391678e-06
3200.0	-0.059125	0.000239	0.042345	-3.603141e-06	6.245572e-06	3.386132e-06
3400.0	-0.059026	-0.000246	0.041709	-3.570025e-06	7.139948e-06	3.380585e-06
3600.0	-0.058927	-0.000730	0.041073	-3.536909e-06	8.034325e-06	3.375039e-06
3800.0	-0.058828	-0.001214	0.040437	-3.503793e-06	8.928702e-06	3.369492e-06
4000.0	-0.058729	-0.001698	0.039802	-3.470677e-06	9.823079e-06	3.363946e-06
4200.0	-0.058629	-0.002182	0.039166	-3.437560e-06	1.071746e-05	3.358399e-06
4400.0	-0.058530	-0.002666	0.038530	-3.404444e-06	1.161183e-05	3.352852e-06
4600.0	-0.058431	-0.003151	0.037894	-3.371328e-06	1.250621e-05	3.347306e-06
4800.0	-0.058332	-0.003635	0.037258	-3.338212e-06	1.340059e-05	3.341759e-06
5000.0	-0.058232	-0.004119	0.036623	-3.305096e-06	1.429496e-05	3.336213e-06
5200.0	-0.058133	-0.004603	0.035987	-3.271980e-06	1.518934e-05	3.330666e-06
5400.0	-0.058034	-0.005087	0.035351	-3.238864e-06	1.608372e-05	3.325120e-06
5600.0	-0.057935	-0.005571	0.034715	-3.205748e-06	1.697809e-05	3.319573e-06
5800.0	-0.057835	-0.006056	0.034079	-3.172632e-06	1.787247e-05	3.314027e-06
6000.0	-0.057736	-0.006540	0.033444	-3.139515e-06	1.876685e-05	3.308480e-06

57	18	19	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.011018	0.002251	0.029289	-4.512341e-07	-5.833525e-06	7.735640e-07
200.0	-0.011047	0.002107	0.028971	-4.231476e-07	-5.337265e-06	7.747740e-07
400.0	-0.011075	0.001963	0.028652	-3.950612e-07	-4.841005e-06	7.759840e-07
600.0	-0.011103	0.001819	0.028334	-3.669747e-07	-4.344744e-06	7.771940e-07
800.0	-0.011132	0.001674	0.028016	-3.388882e-07	-3.848484e-06	7.784041e-07
1000.0	-0.011160	0.001530	0.027698	-3.108018e-07	-3.352224e-06	7.796141e-07
1200.0	-0.011188	0.001386	0.027379	-2.827153e-07	-2.855963e-06	7.808241e-07
1400.0	-0.011216	0.001242	0.027061	-2.546288e-07	-2.359703e-06	7.820341e-07
1600.0	-0.011245	0.001098	0.026743	-2.265424e-07	-1.863443e-06	7.832441e-07
1800.0	-0.011273	0.000954	0.026425	-1.984559e-07	-1.367182e-06	7.844541e-07
2000.0	-0.011301	0.000809	0.026106	-1.703694e-07	-8.709219e-07	7.856641e-07
2200.0	-0.011330	0.000665	0.025788	-1.422830e-07	-3.746615e-07	7.868741e-07
2400.0	-0.011358	0.000521	0.025470	-1.141965e-07	1.215989e-07	7.880841e-07
2600.0	-0.011386	0.000377	0.025152	-8.611004e-08	6.178592e-07	7.892942e-07
2800.0	-0.011415	0.000233	0.024833	-5.802357e-08	1.114120e-06	7.905042e-07
3000.0	-0.011443	0.000089	0.024515	-2.993711e-08	1.610380e-06	7.917142e-07
3200.0	-0.011471	-0.000056	0.024197	-1.850639e-09	2.106640e-06	7.929242e-07
3400.0	-0.011499	-0.000200	0.023879	2.623583e-08	2.602901e-06	7.941342e-07
3600.0	-0.011528	-0.000344	0.023560	5.432229e-08	3.099161e-06	7.953442e-07
3800.0	-0.011556	-0.000488	0.023242	8.240876e-08	3.595421e-06	7.965542e-07
4000.0	-0.011584	-0.000632	0.022924	1.104952e-07	4.091682e-06	7.977642e-07
4200.0	-0.011613	-0.000776	0.022605	1.385817e-07	4.587942e-06	7.989742e-07
4400.0	-0.011641	-0.000921	0.022287	1.666682e-07	5.084202e-06	8.001842e-07
4600.0	-0.011669	-0.001065	0.021969	1.947546e-07	5.580463e-06	8.013943e-07
4800.0	-0.011698	-0.001209	0.021651	2.228411e-07	6.076723e-06	8.026043e-07
5000.0	-0.011726	-0.001353	0.021332	2.509276e-07	6.572984e-06	8.038143e-07
5200.0	-0.011754	-0.001497	0.021014	2.790140e-07	7.069244e-06	8.050243e-07
5400.0	-0.011783	-0.001642	0.020696	3.071005e-07	7.565504e-06	8.062343e-07
5600.0	-0.011811	-0.001786	0.020378	3.351870e-07	8.061765e-06	8.074443e-07
5800.0	-0.011839	-0.001930	0.020059	3.632734e-07	8.558025e-06	8.086543e-07
6000.0	-0.011867	-0.002074	0.019741	3.913599e-07	9.054285e-06	8.098643e-07

58	30	31	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.038493	0.005340	0.048678	-5.314257e-07	-7.570971e-06	2.239357e-06
200.0	-0.038523	0.005002	0.048150	-5.014487e-07	-7.326834e-06	2.240412e-06
400.0	-0.038552	0.004663	0.047621	-4.714717e-07	-7.082696e-06	2.241466e-06
600.0	-0.038582	0.004325	0.047093	-4.414947e-07	-6.838559e-06	2.242521e-06
800.0	-0.038612	0.003987	0.046564	-4.115178e-07	-6.594421e-06	2.243575e-06
1000.0	-0.038642	0.003648	0.046036	-3.815408e-07	-6.350284e-06	2.244630e-06
1200.0	-0.038672	0.003310	0.045507	-3.515638e-07	-6.106146e-06	2.245684e-06
1400.0	-0.038702	0.002972	0.044979	-3.215868e-07	-5.862009e-06	2.246739e-06
1600.0	-0.038732	0.002633	0.044450	-2.916098e-07	-5.617871e-06	2.247793e-06
1800.0	-0.038762	0.002295	0.043922	-2.616328e-07	-5.373733e-06	2.248848e-06
2000.0	-0.038791	0.001956	0.043393	-2.316558e-07	-5.129596e-06	2.249902e-06
2200.0	-0.038821	0.001618	0.042864	-2.016788e-07	-4.885458e-06	2.250957e-06
2400.0	-0.038851	0.001280	0.042336	-1.717018e-07	-4.641321e-06	2.252012e-06
2600.0	-0.038881	0.000941	0.041807	-1.417249e-07	-4.397183e-06	2.253066e-06
2800.0	-0.038911	0.000603	0.041279	-1.117479e-07	-4.153046e-06	2.254121e-06
3000.0	-0.038941	0.000265	0.040750	-8.177087e-08	-3.908908e-06	2.255175e-06
3200.0	-0.038971	-0.000074	0.040222	-5.179388e-08	-3.664771e-06	2.256230e-06
3400.0	-0.039000	-0.000412	0.039693	-2.181690e-08	-3.420633e-06	2.257284e-06
3600.0	-0.039030	-0.000750	0.039165	8.160094e-09	-3.176496e-06	2.258339e-06
3800.0	-0.039060	-0.001089	0.038636	3.813708e-08	-2.932358e-06	2.259393e-06
4000.0	-0.039090	-0.001427	0.038108	6.811407e-08	-2.688221e-06	2.260448e-06
4200.0	-0.039120	-0.001766	0.037579	9.809106e-08	-2.444083e-06	2.261502e-06
4400.0	-0.039150	-0.002104	0.037051	1.280680e-07	-2.199945e-06	2.262557e-06
4600.0	-0.039180	-0.002442	0.036522	1.580450e-07	-1.955808e-06	2.263611e-06
4800.0	-0.039210	-0.002781	0.035993	1.880220e-07	-1.711670e-06	2.264666e-06
5000.0	-0.039239	-0.003119	0.035465	2.179990e-07	-1.467533e-06	2.265720e-06
5200.0	-0.039269	-0.003457	0.034936	2.479760e-07	-1.223395e-06	2.266775e-06
5400.0	-0.039299	-0.003796	0.034408	2.779530e-07	-9.792578e-07	2.267829e-06
5600.0	-0.039329	-0.004134	0.033879	3.079300e-07	-7.351202e-07	2.268884e-06
5800.0	-0.039359	-0.004472	0.033351	3.379070e-07	-4.909827e-07	2.269939e-06
6000.0	-0.039389	-0.004811	0.032822	3.678840e-07	-2.468451e-07	2.270993e-06

59	42	43	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.073175	0.007778	0.058184	-1.899411e-07	-8.823553e-06	3.964920e-06
200.0	-0.073070	0.007294	0.057557	-1.778599e-07	-7.938226e-06	3.959748e-06
400.0	-0.072964	0.006810	0.056929	-1.657786e-07	-7.052899e-06	3.954576e-06
600.0	-0.072859	0.006326	0.056302	-1.536974e-07	-6.167572e-06	3.949404e-06
800.0	-0.072754	0.005841	0.055674	-1.416162e-07	-5.282245e-06	3.944232e-06
1000.0	-0.072649	0.005357	0.055047	-1.295350e-07	-4.396918e-06	3.939060e-06
1200.0	-0.072543	0.004873	0.054419	-1.174538e-07	-3.511591e-06	3.933887e-06
1400.0	-0.072438	0.004389	0.053792	-1.053726e-07	-2.626264e-06	3.928715e-06
1600.0	-0.072333	0.003905	0.053164	-9.329140e-08	-1.740937e-06	3.923543e-06
1800.0	-0.072227	0.003421	0.052537	-8.121019e-08	-8.556096e-07	3.918371e-06
2000.0	-0.072122	0.002937	0.051909	-6.912898e-08	2.971738e-08	3.913199e-06
2200.0	-0.072017	0.002453	0.051282	-5.704777e-08	9.150444e-07	3.908026e-06
2400.0	-0.071911	0.001969	0.050654	-4.496656e-08	1.800371e-06	3.902854e-06
2600.0	-0.071806	0.001485	0.050027	-3.288536e-08	2.685698e-06	3.897682e-06
2800.0	-0.071701	0.001000	0.049400	-2.080415e-08	3.571025e-06	3.892510e-06
3000.0	-0.071596	0.000516	0.048772	-8.722939e-09	4.456352e-06	3.887338e-06
3200.0	-0.071490	0.000032	0.048145	3.358269e-09	5.341679e-06	3.882166e-06
3400.0	-0.071385	-0.000452	0.047517	1.543948e-08	6.227006e-06	3.876993e-06
3600.0	-0.071280	-0.000936	0.046890	2.752069e-08	7.112333e-06	3.871821e-06
3800.0	-0.071174	-0.001420	0.046262	3.960189e-08	7.997660e-06	3.866649e-06
4000.0	-0.071069	-0.001904	0.045635	5.168310e-08	8.882987e-06	3.861477e-06
4200.0	-0.070964	-0.002388	0.045007	6.376431e-08	9.768314e-06	3.856305e-06
4400.0	-0.070858	-0.002872	0.044380	7.584552e-08	1.065364e-05	3.851132e-06
4600.0	-0.070753	-0.003356	0.043752	8.792673e-08	1.153897e-05	3.845960e-06
4800.0	-0.070648	-0.003841	0.043125	1.000079e-07	1.242430e-05	3.840788e-06
5000.0	-0.070543	-0.004325	0.042497	1.120891e-07	1.330962e-05	3.835616e-06
5200.0	-0.070437	-0.004809	0.041870	1.241704e-07	1.419495e-05	3.830444e-06
5400.0	-0.070332	-0.005293	0.041242	1.362516e-07	1.508028e-05	3.825272e-06
5600.0	-0.070227	-0.005777	0.040615	1.483328e-07	1.596560e-05	3.820099e-06
5800.0	-0.070121	-0.006261	0.039987	1.604140e-07	1.685093e-05	3.814927e-06
6000.0	-0.070016	-0.006745	0.039360	1.724952e-07	1.773626e-05	3.809755e-06

60	22	23	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.013361	0.002317	0.026073	1.967048e-06	-6.604715e-06	8.095495e-07
200.0	-0.013390	0.002173	0.025760	2.011685e-06	-6.115339e-06	8.091340e-07
400.0	-0.013419	0.002029	0.025446	2.056323e-06	-5.625963e-06	8.087186e-07
600.0	-0.013448	0.001885	0.025133	2.100960e-06	-5.136587e-06	8.083031e-07
800.0	-0.013477	0.001741	0.024820	2.145597e-06	-4.647210e-06	8.078877e-07
1000.0	-0.013505	0.001597	0.024506	2.190235e-06	-4.157834e-06	8.074722e-07
1200.0	-0.013534	0.001453	0.024193	2.234872e-06	-3.668458e-06	8.070568e-07
1400.0	-0.013563	0.001309	0.023879	2.279509e-06	-3.179082e-06	8.066413e-07
1600.0	-0.013592	0.001165	0.023566	2.324147e-06	-2.689706e-06	8.062259e-07
1800.0	-0.013621	0.001021	0.023253	2.368784e-06	-2.200329e-06	8.058104e-07
2000.0	-0.013650	0.000877	0.022939	2.413421e-06	-1.710953e-06	8.053950e-07
2200.0	-0.013679	0.000732	0.022626	2.458058e-06	-1.221577e-06	8.049795e-07
2400.0	-0.013708	0.000588	0.022312	2.502696e-06	-7.322007e-07	8.045641e-07
2600.0	-0.013736	0.000444	0.021999	2.547333e-06	-2.428244e-07	8.041486e-07
2800.0	-0.013765	0.000300	0.021686	2.591970e-06	2.465518e-07	8.037332e-07
3000.0	-0.013794	0.000156	0.021372	2.636608e-06	7.359280e-07	8.033177e-07
3200.0	-0.013823	0.000012	0.021059	2.681245e-06	1.225304e-06	8.029023e-07
3400.0	-0.013852	-0.000132	0.020745	2.725882e-06	1.714680e-06	8.024868e-07
3600.0	-0.013881	-0.000276	0.020432	2.770520e-06	2.204057e-06	8.020714e-07
3800.0	-0.013910	-0.000420	0.020119	2.815157e-06	2.693433e-06	8.016559e-07
4000.0	-0.013938	-0.000564	0.019805	2.859794e-06	3.182809e-06	8.012405e-07
4200.0	-0.013967	-0.000708	0.019492	2.904431e-06	3.672185e-06	8.008250e-07
4400.0	-0.013996	-0.000852	0.019178	2.949069e-06	4.161562e-06	8.004096e-07
4600.0	-0.014025	-0.000996	0.018865	2.993706e-06	4.650938e-06	7.999941e-07
4800.0	-0.014054	-0.001140	0.018552	3.038343e-06	5.140314e-06	7.995787e-07
5000.0	-0.014083	-0.001284	0.018238	3.082981e-06	5.629690e-06	7.991633e-07
5200.0	-0.014112	-0.001428	0.017925	3.127618e-06	6.119067e-06	7.987478e-07
5400.0	-0.014141	-0.001573	0.017611	3.172255e-06	6.608443e-06	7.983324e-07
5600.0	-0.014169	-0.001717	0.017298	3.216893e-06	7.097819e-06	7.979169e-07
5800.0	-0.014198	-0.001861	0.016985	3.261530e-06	7.587195e-06	7.975015e-07
6000.0	-0.014227	-0.002005	0.016671	3.306167e-06	8.076571e-06	7.970860e-07

61	34	35	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.045511	0.005362	0.043444	1.014040e-06	-8.682234e-06	2.168553e-06
200.0	-0.045541	0.005023	0.042923	1.054351e-06	-8.446517e-06	2.165077e-06
400.0	-0.045571	0.004685	0.042402	1.094661e-06	-8.210800e-06	2.161601e-06
600.0	-0.045601	0.004347	0.041881	1.134972e-06	-7.975082e-06	2.158125e-06
800.0	-0.045631	0.004009	0.041360	1.175282e-06	-7.739365e-06	2.154649e-06
1000.0	-0.045661	0.003670	0.040839	1.215593e-06	-7.503648e-06	2.151173e-06
1200.0	-0.045691	0.003332	0.040318	1.255903e-06	-7.267930e-06	2.147697e-06
1400.0	-0.045721	0.002994	0.039797	1.296214e-06	-7.032213e-06	2.144221e-06
1600.0	-0.045750	0.002655	0.039275	1.336524e-06	-6.796496e-06	2.140745e-06
1800.0	-0.045780	0.002317	0.038754	1.376835e-06	-6.560779e-06	2.137269e-06
2000.0	-0.045810	0.001979	0.038233	1.417145e-06	-6.325061e-06	2.133793e-06
2200.0	-0.045840	0.001641	0.037712	1.457456e-06	-6.089344e-06	2.130317e-06
2400.0	-0.045870	0.001302	0.037191	1.497766e-06	-5.853627e-06	2.126841e-06
2600.0	-0.045900	0.000964	0.036670	1.538077e-06	-5.617909e-06	2.123365e-06
2800.0	-0.045930	0.000626	0.036149	1.578387e-06	-5.382192e-06	2.119889e-06
3000.0	-0.045960	0.000287	0.035628	1.618698e-06	-5.146475e-06	2.116413e-06
3200.0	-0.045990	-0.000051	0.035107	1.659008e-06	-4.910758e-06	2.112937e-06
3400.0	-0.046019	-0.000389	0.034586	1.699319e-06	-4.675040e-06	2.109461e-06
3600.0	-0.046049	-0.000727	0.034065	1.739629e-06	-4.439323e-06	2.105985e-06
3800.0	-0.046079	-0.001066	0.033544	1.779940e-06	-4.203606e-06	2.102509e-06
4000.0	-0.046109	-0.001404	0.033023	1.820250e-06	-3.967888e-06	2.099033e-06
4200.0	-0.046139	-0.001742	0.032502	1.860561e-06	-3.732171e-06	2.095557e-06
4400.0	-0.046169	-0.002081	0.031981	1.900871e-06	-3.496454e-06	2.092081e-06
4600.0	-0.046199	-0.002419	0.031460	1.941182e-06	-3.260736e-06	2.088605e-06
4800.0	-0.046229	-0.002757	0.030939	1.981492e-06	-3.025019e-06	2.085129e-06
5000.0	-0.046258	-0.003095	0.030418	2.021803e-06	-2.789302e-06	2.081653e-06
5200.0	-0.046288	-0.003434	0.029897	2.062113e-06	-2.553585e-06	2.078177e-06
5400.0	-0.046318	-0.003772	0.029376	2.102424e-06	-2.317867e-06	2.074701e-06
5600.0	-0.046348	-0.004110	0.028854	2.142734e-06	-2.082150e-06	2.071225e-06
5800.0	-0.046378	-0.004449	0.028333	2.183045e-06	-1.846433e-06	2.067749e-06
6000.0	-0.046408	-0.004787	0.027812	2.223355e-06	-1.610715e-06	2.064273e-06

62	46	47	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.085637	0.007574	0.052091	2.686783e-06	-9.582647e-06	3.474877e-06
200.0	-0.085525	0.007090	0.051472	2.719899e-06	-8.706370e-06	3.469330e-06
400.0	-0.085414	0.006606	0.050853	2.753015e-06	-7.830093e-06	3.463784e-06
600.0	-0.085303	0.006121	0.050234	2.786131e-06	-6.953816e-06	3.458237e-06
800.0	-0.085191	0.005637	0.049615	2.819247e-06	-6.077539e-06	3.452691e-06
1000.0	-0.085080	0.005153	0.048996	2.852363e-06	-5.201262e-06	3.447144e-06
1200.0	-0.084969	0.004669	0.048376	2.885479e-06	-4.324984e-06	3.441598e-06
1400.0	-0.084857	0.004185	0.047757	2.918595e-06	-3.448707e-06	3.436051e-06
1600.0	-0.084746	0.003701	0.047138	2.951712e-06	-2.572430e-06	3.430504e-06
1800.0	-0.084634	0.003216	0.046519	2.984828e-06	-1.696153e-06	3.424958e-06
2000.0	-0.084523	0.002732	0.045900	3.017944e-06	-8.198757e-07	3.419411e-06
2200.0	-0.084412	0.002248	0.045281	3.051060e-06	5.640142e-08	3.413865e-06
2400.0	-0.084300	0.001764	0.044661	3.084176e-06	9.326786e-07	3.408318e-06
2600.0	-0.084189	0.001280	0.044042	3.117292e-06	1.808956e-06	3.402772e-06
2800.0	-0.084078	0.000795	0.043423	3.150408e-06	2.685233e-06	3.397225e-06
3000.0	-0.083966	0.000311	0.042804	3.183524e-06	3.561510e-06	3.391678e-06
3200.0	-0.083855	-0.000173	0.042185	3.216640e-06	4.437787e-06	3.386132e-06
3400.0	-0.083744	-0.000657	0.041566	3.249757e-06	5.314064e-06	3.380585e-06
3600.0	-0.083632	-0.001141	0.040947	3.282873e-06	6.190342e-06	3.375039e-06
3800.0	-0.083521	-0.001625	0.040327	3.315989e-06	7.066619e-06	3.369492e-06
4000.0	-0.083410	-0.002110	0.039708	3.349105e-06	7.942896e-06	3.363946e-06
4200.0	-0.083298	-0.002594	0.039089	3.382221e-06	8.819173e-06	3.358399e-06
4400.0	-0.083187	-0.003078	0.038470	3.415337e-06	9.695450e-06	3.352852e-06
4600.0	-0.083075	-0.003562	0.037851	3.448453e-06	1.057173e-05	3.347306e-06
4800.0	-0.082964	-0.004046	0.037232	3.481569e-06	1.144800e-05	3.341759e-06
5000.0	-0.082853	-0.004530	0.036612	3.514685e-06	1.232428e-05	3.336213e-06
5200.0	-0.082741	-0.005015	0.035993	3.547802e-06	1.320056e-05	3.330666e-06
5400.0	-0.082630	-0.005499	0.035374	3.580918e-06	1.407684e-05	3.325120e-06
5600.0	-0.082519	-0.005983	0.034755	3.614034e-06	1.495311e-05	3.319573e-06
5800.0	-0.082407	-0.006467	0.034136	3.647150e-06	1.582939e-05	3.314027e-06
6000.0	-0.082296	-0.006951	0.033517	3.680266e-06	1.670567e-05	3.308480e-06

63	12	16	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.006640	0.001432	0.152692	3.917279e-06	2.367718e-05	8.005654e-08
200.0	0.006789	0.001434	0.152524	3.696626e-06	2.372953e-05	1.086215e-07
400.0	0.006939	0.001435	0.152356	3.475972e-06	2.378188e-05	1.371865e-07
600.0	0.007089	0.001436	0.152188	3.255318e-06	2.383423e-05	1.657515e-07
800.0	0.007238	0.001438	0.152020	3.034665e-06	2.388658e-05	1.943165e-07
1000.0	0.007388	0.001439	0.151852	2.814011e-06	2.393893e-05	2.228815e-07
1200.0	0.007537	0.001440	0.151684	2.593357e-06	2.399128e-05	2.514465e-07
1400.0	0.007687	0.001441	0.151516	2.372704e-06	2.404363e-05	2.800115e-07
1600.0	0.007837	0.001443	0.151348	2.152050e-06	2.409598e-05	3.085765e-07
